episode,cpu_time,seed,max_steps,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_5_steps,agent_5_total_distance,agent_5_start_x,agent_5_start_y,agent_5_goal_x,agent_5_goal_y,agent_6_steps,agent_6_total_distance,agent_6_start_x,agent_6_start_y,agent_6_goal_x,agent_6_goal_y,agent_7_steps,agent_7_total_distance,agent_7_start_x,agent_7_start_y,agent_7_goal_x,agent_7_goal_y,agent_8_steps,agent_8_total_distance,agent_8_start_x,agent_8_start_y,agent_8_goal_x,agent_8_goal_y,agent_9_steps,agent_9_total_distance,agent_9_start_x,agent_9_start_y,agent_9_goal_x,agent_9_goal_y
29,70.875,42,,,,9,2,6,10,,,5,18,6,2,,,0,5,9,14,,,4,19,3,16,,,1,1,3,0,,,9,7,0,0,,,2,1,3,11,,,2,0,9,11,,,2,9,5,9
30,68.203125,42,,,,9,7,9,1,,,0,11,8,9,,,0,10,9,8,,,9,0,2,1,,,0,12,9,17,,,0,6,3,5,,,3,14,8,10,,,9,11,6,3,,,6,15,8,0
31,60.8125,42,,,,6,8,5,1,,,6,10,9,16,,,6,7,9,3,,,8,0,9,0,,,7,1,4,1,,,0,15,3,12,,,8,19,6,15,,,5,18,2,9,,,3,5,2,18
32,61.65625,42,,,,0,7,3,10,,,0,16,5,0,,,3,18,7,1,,,4,10,3,5,,,0,19,3,12,,,3,16,1,1,,,6,6,6,15,,,2,0,2,1,,,3,7,3,2
33,69.828125,42,,,,8,1,5,18,,,9,14,9,15,,,6,13,9,2,,,9,10,4,18,,,9,3,6,11,,,4,10,1,10,,,7,19,8,10,,,3,6,6,0,,,4,1,5,10
34,63.5625,42,,,,7,18,6,16,,,6,9,5,0,,,0,8,9,3,,,3,1,9,10,,,1,0,0,15,,,7,1,9,14,,,0,4,6,7,,,1,10,0,11,,,6,5,6,8
35,63.546875,42,,,,7,0,8,9,,,6,3,3,15,,,0,9,6,4,,,5,9,3,19,,,9,12,8,0,,,6,19,9,19,,,0,15,9,13,,,9,15,0,10,,,0,19,2,10
36,64.28125,42,,,,6,19,0,0,,,6,4,6,2,,,0,5,4,10,,,0,11,4,9,,,5,9,6,14,,,6,7,7,0,,,0,19,7,18,,,0,15,9,10,,,6,1,8,9
37,62.859375,42,,,,5,9,6,19,,,4,19,0,10,,,2,1,4,18,,,6,5,6,12,,,0,16,7,0,,,9,12,3,16,,,9,2,9,10,,,0,13,7,19,,,8,1,1,18
38,62.328125,42,,,,6,13,8,9,,,7,0,3,10,,,3,6,5,10,,,7,1,3,4,,,9,8,0,18,,,8,18,9,15,,,7,18,0,17,,,6,9,0,10,,,2,19,9,12
39,65.234375,42,,,,6,0,3,9,,,3,18,8,0,,,7,1,6,7,,,3,12,4,10,,,0,14,0,16,,,7,0,3,11,,,1,0,6,11,,,9,14,9,18,,,9,12,0,0
40,70.96875,42,,,,6,19,4,10,,,9,2,6,4,,,9,14,0,3,,,3,17,6,15,,,0,13,5,19,,,2,19,0,1,,,9,5,0,11,,,6,9,4,0,,,0,14,8,19
41,60.21875,42,,,,3,18,9,10,,,3,2,7,1,,,9,16,8,0,,,4,1,5,19,,,3,4,0,12,,,3,19,3,13,,,0,1,9,19,,,3,3,0,5,,,5,1,9,5
42,64.71875,42,,,,6,15,0,15,,,3,0,6,11,,,8,0,6,8,,,9,1,0,10,,,0,5,6,14,,,0,12,9,8,,,6,13,9,4,,,9,19,0,3,,,0,2,2,9
43,63.421875,42,,,,2,1,3,1,,,4,0,6,12,,,0,16,0,4,,,9,3,0,0,,,8,0,0,18,,,8,10,0,5,,,1,9,8,19,,,0,1,6,6,,,9,9,9,17
44,70.703125,42,,,,8,9,9,11,,,9,15,0,13,,,2,1,7,19,,,3,1,6,16,,,9,2,8,19,,,2,9,9,1,,,0,6,3,19,,,6,13,0,4,,,9,16,4,0
45,69.96875,42,,,,1,10,0,9,,,0,13,9,2,,,0,14,4,0,,,6,16,0,18,,,5,0,8,18,,,5,18,7,1,,,7,9,0,6,,,5,19,1,9,,,6,9,0,1
46,72.0625,42,,,,2,19,0,8,,,0,11,6,7,,,6,18,0,0,,,5,9,0,4,,,9,17,1,19,,,7,9,9,6,,,6,6,4,1,,,5,1,3,15,,,0,6,1,0
47,72.078125,42,,,,3,11,2,10,,,0,10,6,9,,,7,19,9,5,,,1,1,6,2,,,9,17,3,19,,,6,4,0,16,,,4,1,2,9,,,5,18,9,13,,,8,0,3,2
48,63.109375,42,,,,3,16,0,17,,,6,3,4,1,,,5,18,5,0,,,6,17,6,16,,,2,10,3,14,,,6,11,9,9,,,3,19,4,10,,,9,13,0,15,,,0,18,0,13
49,70.4375,42,,,,9,16,6,6,,,0,15,3,14,,,9,13,6,9,,,3,0,3,15,,,0,10,0,17,,,3,3,9,1,,,6,7,1,19,,,3,17,9,14,,,8,1,6,4
50,62.796875,42,,,,6,5,2,0,,,3,4,0,11,,,9,10,6,2,,,0,4,3,8,,,3,2,6,1,,,3,16,6,4,,,4,10,6,17,,,4,9,5,19,,,0,17,6,11
51,63.046875,42,,,,6,4,3,18,,,6,11,5,10,,,6,7,6,8,,,3,4,3,9,,,2,9,9,15,,,8,1,5,1,,,3,7,8,10,,,5,19,7,1,,,1,9,6,0
52,71.03125,42,,,,9,6,2,9,,,0,14,3,4,,,9,10,9,1,,,9,2,3,12,,,5,0,4,19,,,7,1,0,4,,,5,9,0,13,,,2,19,0,6,,,8,9,0,8
53,72.78125,42,,,,9,4,1,0,,,9,1,7,0,,,8,19,3,4,,,0,6,0,7,,,0,9,7,9,,,3,0,9,8,,,6,1,0,1,,,3,6,3,18,,,4,18,6,17
54,61.25,42,,,,9,3,5,0,,,3,16,3,10,,,3,11,9,15,,,6,18,0,8,,,0,17,9,19,,,2,1,4,0,,,6,5,7,19,,,6,13,3,17,,,0,13,3,4
55,63.75,42,,,,7,19,0,1,,,6,15,6,14,,,0,16,1,18,,,6,17,5,9,,,7,10,4,9,,,3,12,0,18,,,9,11,6,18,,,6,10,0,19,,,3,6,3,16
56,70.234375,42,,,,9,1,5,0,,,9,10,3,19,,,9,18,3,13,,,9,15,3,6,,,6,0,0,9,,,1,10,9,0,,,8,9,7,10,,,6,11,0,4,,,0,16,3,18
57,64.0,42,,,,4,10,0,5,,,4,9,6,9,,,9,10,2,1,,,0,17,1,9,,,3,3,3,1,,,1,0,4,18,,,2,9,9,19,,,9,9,6,4,,,9,13,6,19
58,70.125,42,,,,4,19,6,11,,,0,1,3,15,,,0,9,6,13,,,2,19,8,9,,,2,9,7,18,,,9,1,6,7,,,9,3,0,6,,,6,9,7,0,,,6,0,3,10
59,72.796875,42,,,,7,9,7,19,,,5,18,6,15,,,9,6,9,2,,,3,7,3,10,,,9,12,5,0,,,9,1,3,17,,,3,6,9,9,,,4,10,3,3,,,5,10,6,4
60,70.0625,42,,,,0,13,0,2,,,9,2,3,14,,,3,12,9,19,,,3,7,9,10,,,6,3,6,8,,,4,19,6,9,,,5,10,3,13,,,5,1,1,0,,,0,12,0,0
61,69.46875,42,,,,3,7,3,16,,,3,4,3,3,,,1,9,0,16,,,2,18,6,5,,,0,2,6,1,,,6,6,0,0,,,9,11,3,0,,,6,16,0,19,,,3,19,6,17
62,63.28125,42,,,,5,9,7,18,,,6,9,6,11,,,6,18,9,8,,,9,17,5,1,,,8,10,6,19,,,6,7,3,1,,,9,5,9,15,,,4,10,6,8,,,9,18,8,0
63,65.859375,42,,,,4,1,6,0,,,9,4,9,15,,,0,8,3,16,,,0,13,9,16,,,5,0,0,12,,,7,0,9,18,,,8,10,0,17,,,3,19,3,1,,,6,11,8,19
64,64.296875,42,,,,7,1,5,0,,,9,16,8,0,,,7,9,9,15,,,6,9,4,18,,,3,8,9,5,,,0,0,9,18,,,0,14,9,3,,,3,2,4,1,,,0,4,3,5
65,75.453125,42,,,,9,17,5,18,,,2,9,8,10,,,3,15,2,18,,,0,8,9,11,,,8,9,3,19,,,6,11,8,19,,,0,9,2,1,,,1,19,0,4,,,6,0,0,6
66,69.921875,42,,,,3,11,6,12,,,9,14,7,19,,,0,5,0,0,,,3,10,9,4,,,0,12,7,1,,,9,12,3,13,,,6,14,8,9,,,7,18,3,12,,,6,18,9,9
67,63.75,42,,,,2,1,6,14,,,0,11,5,10,,,6,8,0,3,,,9,3,7,18,,,3,19,3,14,,,0,0,6,17,,,9,14,9,7,,,5,1,6,6,,,2,18,6,13
68,72.6875,42,,,,2,10,6,18,,,2,1,6,4,,,3,16,4,0,,,9,2,3,14,,,5,9,0,13,,,3,8,2,19,,,8,0,5,19,,,9,8,9,6,,,3,2,9,4
69,69.46875,42,,,,1,1,9,19,,,6,14,6,10,,,0,9,3,2,,,3,7,7,19,,,4,0,3,15,,,6,19,0,15,,,3,17,0,13,,,8,10,6,2,,,5,10,9,3
70,68.0625,42,,,,6,17,0,15,,,7,1,0,11,,,6,5,3,10,,,0,6,0,9,,,3,13,0,7,,,4,19,3,8,,,9,10,1,10,,,1,19,6,0,,,3,7,0,2
71,62.546875,42,,,,3,3,5,18,,,4,0,9,17,,,9,15,3,1,,,6,9,3,8,,,9,6,9,8,,,3,7,3,12,,,3,16,2,1,,,7,10,6,1,,,5,0,3,5
72,62.3125,42,,,,9,7,6,11,,,9,9,0,2,,,3,3,3,2,,,5,10,9,3,,,9,18,2,1,,,7,9,3,5,,,1,19,1,0,,,6,4,0,18,,,6,7,3,8
73,60.609375,42,,,,9,5,6,9,,,0,0,3,18,,,3,0,9,3,,,0,7,4,10,,,6,1,9,14,,,2,10,9,19,,,8,1,6,4,,,6,3,6,14,,,8,0,8,18
74,68.265625,42,,,,6,13,0,11,,,9,8,3,17,,,2,18,6,11,,,8,1,3,4,,,4,9,9,14,,,1,1,8,0,,,0,19,5,1,,,6,1,9,12,,,3,5,3,18
75,66.796875,42,,,,0,16,6,2,,,0,4,0,7,,,9,12,9,18,,,9,15,4,0,,,7,1,2,18,,,0,11,5,1,,,3,2,8,1,,,0,5,3,4,,,2,9,9,2
76,65.21875,42,,,,0,12,9,17,,,6,9,3,3,,,3,12,4,18,,,8,0,3,13,,,0,7,2,0,,,9,8,3,16,,,6,16,0,17,,,4,0,0,0,,,1,18,3,1
77,71.109375,42,,,,0,13,0,3,,,3,16,3,6,,,9,4,3,15,,,0,18,3,18,,,0,0,5,19,,,0,12,8,0,,,5,0,4,9,,,2,19,9,1,,,4,18,5,10
78,66.796875,42,,,,2,18,3,6,,,2,0,7,9,,,3,5,9,11,,,6,5,0,5,,,2,9,4,19,,,9,10,4,1,,,4,10,6,18,,,9,4,1,9,,,6,15,0,17
79,64.546875,42,,,,6,6,1,1,,,0,5,8,18,,,3,5,0,3,,,0,16,0,17,,,0,2,0,12,,,9,10,6,17,,,0,10,6,7,,,0,1,4,10,,,9,12,2,9
80,64.40625,42,,,,0,10,5,10,,,6,2,6,7,,,2,0,4,1,,,6,4,0,18,,,6,15,9,8,,,9,2,7,19,,,4,19,9,19,,,0,0,9,3,,,3,0,3,1
81,62.59375,42,,,,2,10,0,9,,,2,9,3,9,,,9,10,7,1,,,6,0,8,18,,,4,0,0,17,,,9,16,3,4,,,6,5,5,19,,,9,9,8,9,,,9,18,0,13
82,62.0625,42,,,,6,5,9,3,,,3,2,0,3,,,1,19,7,1,,,5,1,3,8,,,3,16,3,12,,,6,9,0,2,,,3,4,6,17,,,8,19,0,19,,,0,9,6,12
83,68.21875,42,,,,7,0,0,17,,,9,2,6,4,,,6,18,2,1,,,3,2,8,0,,,7,1,0,16,,,8,19,6,13,,,3,4,6,16,,,0,14,0,6,,,9,7,1,0
84,61.90625,42,,,,8,9,6,3,,,5,0,3,13,,,0,14,6,2,,,9,19,9,8,,,2,18,0,10,,,0,0,9,6,,,9,11,3,16,,,0,1,5,18,,,6,0,0,19
85,69.46875,42,,,,6,8,3,7,,,1,1,6,12,,,2,19,9,17,,,6,19,9,1,,,0,5,1,9,,,3,19,0,2,,,6,4,0,6,,,0,15,6,5,,,3,2,0,18
86,61.984375,42,,,,2,0,5,9,,,9,2,3,13,,,9,5,7,10,,,9,1,6,14,,,2,10,5,10,,,6,7,7,0,,,6,6,7,18,,,1,1,6,1,,,6,0,2,19
87,67.46875,42,,,,7,10,0,4,,,6,19,8,9,,,9,18,3,9,,,0,17,5,9,,,3,16,3,17,,,9,11,3,15,,,5,1,9,12,,,9,13,0,10,,,0,1,7,19
88,62.578125,42,,,,9,7,2,18,,,6,12,1,0,,,3,13,1,10,,,0,18,9,10,,,6,15,9,3,,,4,9,9,18,,,0,17,9,9,,,3,9,2,9,,,9,15,1,18
89,66.6875,42,,,,3,7,0,10,,,4,9,7,9,,,9,6,6,11,,,7,1,7,0,,,6,10,5,10,,,9,5,8,0,,,3,11,9,14,,,3,15,6,2,,,5,1,3,19
90,64.234375,42,,,,0,12,0,0,,,8,0,1,10,,,9,8,3,17,,,6,17,7,9,,,9,4,4,0,,,9,3,0,2,,,8,9,1,18,,,5,0,9,17,,,0,11,9,18
91,64.375,42,,,,3,11,6,6,,,8,10,6,2,,,6,19,6,3,,,9,12,3,12,,,9,6,3,15,,,6,8,0,1,,,3,13,6,5,,,3,5,5,0,,,3,8,4,9
92,62.0625,42,,,,0,7,0,18,,,1,9,3,3,,,3,7,6,15,,,3,11,0,5,,,3,10,0,2,,,3,13,9,14,,,7,19,7,0,,,0,15,2,9,,,3,6,0,11
93,69.234375,42,,,,4,9,1,1,,,7,10,5,9,,,6,3,0,6,,,9,6,4,0,,,3,7,2,18,,,3,0,0,14,,,4,10,0,5,,,1,10,0,0,,,9,17,0,10
94,65.015625,42,,,,9,15,0,15,,,2,9,3,2,,,6,11,3,4,,,6,14,7,18,,,4,19,9,5,,,9,6,7,19,,,0,12,9,8,,,2,1,9,18,,,2,10,6,7
95,68.59375,42,,,,9,17,1,19,,,3,9,6,0,,,9,14,3,17,,,6,4,0,11,,,0,8,8,18,,,3,15,9,2,,,0,15,7,9,,,9,13,6,7,,,3,3,3,14
96,66.234375,42,,,,5,18,3,11,,,5,9,6,3,,,0,19,7,1,,,0,9,3,2,,,2,10,9,0,,,4,0,3,14,,,0,18,7,18,,,0,12,0,3,,,9,2,7,19
97,61.125,42,,,,0,5,0,11,,,1,10,3,12,,,6,5,2,18,,,9,13,1,0,,,3,15,9,2,,,0,13,6,7,,,2,1,6,11,,,9,7,0,7,,,7,0,4,0
98,63.09375,42,,,,1,1,5,18,,,2,9,5,10,,,9,5,6,19,,,6,18,3,6,,,0,15,3,2,,,9,2,0,18,,,6,2,0,4,,,7,9,9,13,,,3,7,0,8
99,69.3125,42,,,,9,7,3,13,,,0,0,5,18,,,8,0,8,19,,,3,6,3,18,,,5,9,3,9,,,3,0,0,15,,,4,18,0,14,,,4,0,1,1,,,5,10,9,14
100,69.5,42,,,,0,10,1,18,,,4,10,0,19,,,9,0,2,10,,,9,14,9,5,,,0,17,0,3,,,0,18,3,12,,,3,11,0,13,,,6,0,9,10,,,9,15,0,0
