episode,cpu_time,seed,max_steps,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y
58,35.515625,42,20.0,18.0,17.0,10.0,13.0,11.0,1.0,20.0,13.0,12,8,2,7,14.0,13.0,13,11,5,16,16.0,15.0,0,7,13,9,,,,,,
59,0.09375,42,29.0,17.0,16.0,5.0,0.0,6.0,7.0,13.0,12.0,12,12,8,20,27.0,26.0,8,1,11,20,29.0,28.0,4,19,10,5,,,,,,
60,60.0625,42,,,,,,,,,,14,10,5,16,,,14,1,7,10,,,11,18,2,10,,,10.0,5.0,6.0,20.0
61,0.0,42,25.0,7.0,6.0,14.0,9.0,14.0,15.0,24.0,23.0,7,16,14,0,4.0,3.0,2,10,5,10,25.0,24.0,10,16,8,0,,,,,,
62,60.03125,42,,,,,,,,,,8,20,14,20,,,5,0,11,17,,,5,7,13,10,,,4.0,19.0,13.0,7.0
63,0.03125,42,31.0,18.0,17.0,14.0,14.0,8.0,3.0,29.0,28.0,2,4,9,17,24.0,23.0,14,3,6,18,31.0,30.0,1,10,3,4,,,,,,
64,0.5625,42,20.0,20.0,18.0,4.0,1.0,14.0,9.0,18.0,17.0,13,8,3,1,15.0,14.0,6,2,14,8,9.0,8.0,6,0,10,4,,,,,,
65,1.453125,42,27.0,26.0,25.0,3.0,10.0,8.0,0.0,27.0,26.0,3,7,2,10,23.0,22.0,5,13,9,3,26.0,24.0,9,15,0,10,,,,,,
66,60.03125,42,,,,,,,,,,11,10,13,9,,,1,4,7,16,,,4,1,9,17,,,3.0,16.0,8.0,17.0
67,0.09375,42,25.0,10.0,8.0,11.0,3.0,6.0,2.0,8.0,7.0,12,13,14,18,25.0,24.0,7,3,8,16,10.0,9.0,13,9,11,16,,,,,,
68,60.03125,42,,,,,,,,,,14,2,0,19,,,12,10,8,10,,,13,12,3,19,,,9.0,3.0,14.0,4.0
69,0.015625,42,25.0,14.0,13.0,4.0,19.0,9.0,13.0,14.0,13.0,4,16,14,13,25.0,24.0,5,0,7,10,8.0,7.0,10,15,5,13,,,,,,
70,0.109375,42,37.0,36.0,35.0,1.0,1.0,8.0,19.0,21.0,20.0,0,4,14,4,37.0,36.0,6,20,2,4,21.0,20.0,14,9,2,1,,,,,,
71,0.0,42,12.0,2.0,1.0,13.0,9.0,14.0,9.0,12.0,11.0,2,7,11,5,2.0,1.0,1,1,2,1,10.0,9.0,7,7,13,10,,,,,,
72,0.0,42,19.0,8.0,7.0,13.0,11.0,14.0,17.0,19.0,18.0,12,12,6,2,10.0,9.0,14,6,12,13,11.0,10.0,4,20,9,15,,,,,,
73,0.015625,42,24.0,13.0,12.0,12.0,7.0,11.0,16.0,24.0,23.0,10,10,2,19,13.0,12.0,10,15,13,8,22.0,21.0,10,7,8,20,,,,,,
74,60.0625,42,,,,,,,,,,6,2,13,9,,,8,17,8,1,,,14,16,12,8,,,13.0,13.0,7.0,2.0
75,0.671875,42,32.0,16.0,13.0,11.0,4.0,1.0,7.0,27.0,26.0,10,14,3,1,32.0,31.0,5,0,7,17,11.0,10.0,5,7,8,4,,,,,,
76,0.0,42,23.0,4.0,3.0,3.0,10.0,6.0,10.0,23.0,22.0,7,10,6,19,20.0,19.0,10,5,8,16,11.0,10.0,4,19,11,16,,,,,,
77,0.1875,42,33.0,6.0,5.0,6.0,4.0,11.0,4.0,6.0,5.0,7,17,4,19,33.0,32.0,7,1,5,19,23.0,22.0,3,19,12,10,,,,,,
78,0.0,42,17.0,16.0,15.0,14.0,13.0,8.0,4.0,6.0,5.0,11,2,12,6,13.0,12.0,14,8,6,4,17.0,16.0,13,12,8,1,,,,,,
79,0.09375,42,22.0,7.0,6.0,8.0,20.0,10.0,16.0,22.0,21.0,14,15,4,4,3.0,2.0,13,12,12,13,6.0,5.0,8,7,9,5,,,,,,
80,60.0625,42,,,,,,,,,,8,20,5,16,,,11,20,3,16,,,10,13,11,15,,,1.0,10.0,0.0,16.0
81,0.0,42,25.0,19.0,18.0,4.0,4.0,13.0,13.0,9.0,8.0,10,4,14,8,25.0,24.0,11,5,2,16,7.0,6.0,8,13,14,13,,,,,,
82,0.171875,42,39.0,14.0,13.0,10.0,6.0,11.0,14.0,3.0,2.0,10,14,9,15,39.0,38.0,2,1,1,16,21.0,20.0,10,7,8,19,,,,,,
83,0.09375,42,30.0,14.0,13.0,14.0,11.0,3.0,13.0,4.0,3.0,11,14,12,12,30.0,29.0,2,19,7,7,11.0,10.0,14,14,9,17,,,,,,
84,0.0,42,27.0,17.0,16.0,7.0,19.0,14.0,10.0,7.0,6.0,12,8,14,12,27.0,26.0,14,20,1,19,21.0,20.0,12,12,5,1,,,,,,
85,0.203125,42,38.0,8.0,7.0,11.0,14.0,8.0,18.0,18.0,17.0,9,17,10,7,35.0,34.0,1,1,3,13,38.0,37.0,2,1,2,16,,,,,,
86,0.21875,42,20.0,18.0,17.0,9.0,10.0,8.0,2.0,13.0,12.0,0,4,11,3,9.0,8.0,9,13,8,18,20.0,18.0,8,3,11,14,,,,,,
87,0.09375,42,33.0,18.0,17.0,11.0,20.0,8.0,10.0,22.0,21.0,14,8,4,19,13.0,12.0,12,12,10,4,33.0,32.0,8,18,3,1,,,,,,
88,0.0,42,24.0,13.0,12.0,14.0,10.0,2.0,10.0,5.0,4.0,13,11,11,13,24.0,23.0,2,13,1,19,6.0,5.0,12,8,8,7,,,,,,
89,60.015625,42,,,,,,,,,,11,0,12,6,,,11,15,4,7,,,7,13,11,2,,,14.0,9.0,6.0,7.0
90,0.0,42,12.0,5.0,4.0,11.0,16.0,10.0,13.0,12.0,11.0,14,5,5,7,7.0,6.0,13,7,12,12,12.0,11.0,11,20,6,18,,,,,,
91,1.71875,42,38.0,34.0,33.0,8.0,20.0,3.0,4.0,38.0,37.0,6,1,1,19,16.0,15.0,3,7,14,11,16.0,15.0,14,15,9,5,,,,,,
92,0.421875,42,16.0,8.0,7.0,7.0,18.0,11.0,15.0,11.0,10.0,11,16,3,16,7.0,6.0,7,1,9,5,16.0,15.0,2,16,14,13,,,,,,
93,0.953125,42,35.0,14.0,13.0,14.0,11.0,8.0,4.0,35.0,34.0,6,18,3,1,22.0,21.0,12,7,6,20,18.0,16.0,10,6,10,16,,,,,,
94,0.015625,42,32.0,6.0,5.0,14.0,18.0,14.0,13.0,32.0,31.0,0,1,7,13,17.0,16.0,11,13,2,10,13.0,12.0,13,11,5,7,,,,,,
95,26.484375,42,23.0,14.0,13.0,13.0,12.0,8.0,4.0,20.0,19.0,14,2,9,16,20.0,11.0,10,14,0,13,23.0,22.0,2,13,11,4,,,,,,
96,60.0625,42,,,,,,,,,,9,4,11,14,,,0,4,13,8,,,2,1,7,17,,,8.0,0.0,5.0,19.0
97,0.296875,42,33.0,27.0,26.0,14.0,16.0,0.0,4.0,33.0,32.0,8,1,5,20,29.0,28.0,6,1,8,17,18.0,17.0,7,18,14,8,,,,,,
98,0.03125,42,35.0,22.0,21.0,11.0,16.0,7.0,3.0,16.0,15.0,12,7,14,20,35.0,34.0,9,4,0,19,18.0,17.0,2,7,14,2,,,,,,
99,0.015625,42,33.0,33.0,32.0,11.0,4.0,0.0,19.0,26.0,25.0,5,13,2,7,10.0,9.0,12,7,11,1,12.0,11.0,13,10,14,20,,,,,,
100,0.09375,42,33.0,11.0,10.0,0.0,10.0,10.0,10.0,33.0,32.0,11,1,1,19,30.0,29.0,2,19,11,3,16.0,15.0,10,16,14,5,,,,,,
