episode,cpu_time,seed,max_steps,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_5_steps,agent_5_total_distance,agent_5_start_x,agent_5_start_y,agent_5_goal_x,agent_5_goal_y
10,0.015625,42,57.0,57.0,56.0,1.0,15.0,15.0,29.0,38.0,37.0,16,28,12,1,12.0,11.0,0,1,7,5,4.0,3.0,16,15,13,15,15.0,14.0,16,1,3,0,,,,,,
11,0.015625,42,51.0,51.0,50.0,15.0,29.0,0.0,8.0,11.0,10.0,10,1,1,2,34.0,33.0,7,3,1,26,27.0,26.0,7,13,0,26,19.0,18.0,10,16,6,28,,,,,,
12,0.015625,42,39.0,39.0,38.0,12.0,14.0,0.0,18.0,20.0,19.0,11,28,15,15,18.0,17.0,7,5,10,17,23.0,22.0,18,14,11,1,22.0,21.0,10,15,10,0,,,,,,
13,60.078125,42,,,,,,,,,,0,20,0,7,,,10,14,6,7,,,16,15,6,28,,,5,0,19,26,,,10.0,24.0,1.0,19.0
14,60.0625,42,,,,,,,,,,3,0,1,23,,,6,21,17,14,,,19,28,0,13,,,18,14,3,1,,,0.0,7.0,19.0,11.0
15,0.21875,42,40.0,17.0,15.0,4.0,1.0,7.0,13.0,38.0,37.0,6,27,16,0,37.0,36.0,12,0,19,29,40.0,39.0,0,28,12,1,25.0,24.0,10,1,6,21,,,,,,
16,60.03125,42,,,,,,,,,,6,21,6,4,,,6,23,0,5,,,17,0,0,24,,,6,1,0,20,,,1.0,8.0,15.0,22.0
17,0.0,42,44.0,13.0,12.0,14.0,0.0,19.0,7.0,18.0,17.0,13,1,7,12,25.0,24.0,7,3,19,15,44.0,43.0,13,29,1,4,22.0,21.0,1,6,7,11,,,,,,
18,60.046875,42,,,,,,,,,,13,1,1,24,,,7,11,5,0,,,7,0,12,28,,,1,8,11,0,,,6.0,15.0,10.0,25.0
19,0.015625,42,34.0,6.0,5.0,6.0,10.0,6.0,5.0,2.0,1.0,19,20,19,21,34.0,33.0,0,20,6,11,27.0,26.0,6,6,19,9,28.0,27.0,0,27,7,11,,,,,,
20,0.015625,42,41.0,24.0,23.0,13.0,14.0,15.0,29.0,34.0,33.0,7,2,1,29,41.0,40.0,2,0,13,29,22.0,21.0,15,15,16,1,35.0,34.0,19,22,7,0,,,,,,
21,0.0,42,35.0,14.0,13.0,14.0,15.0,19.0,7.0,3.0,2.0,2,29,0,29,26.0,25.0,0,18,7,2,35.0,34.0,0,22,13,15,23.0,22.0,7,0,1,16,,,,,,
22,60.015625,42,,,,,,,,,,14,0,1,10,,,5,1,7,4,,,16,29,18,15,,,10,18,0,4,,,9.0,15.0,15.0,1.0
23,0.03125,42,54.0,23.0,22.0,7.0,10.0,10.0,29.0,54.0,53.0,13,29,1,2,28.0,27.0,12,0,10,19,18.0,17.0,6,26,0,21,28.0,27.0,5,1,11,22,,,,,,
24,60.03125,42,,,,,,,,,,10,29,0,9,,,0,19,1,11,,,15,1,7,11,,,6,23,1,13,,,16.0,1.0,6.0,3.0
25,0.046875,42,41.0,29.0,28.0,12.0,0.0,10.0,20.0,31.0,30.0,1,3,16,14,41.0,40.0,12,22,1,9,11.0,10.0,0,23,4,29,39.0,38.0,1,10,19,12,,,,,,
26,0.0,42,25.0,18.0,17.0,19.0,27.0,10.0,21.0,25.0,24.0,10,19,4,1,13.0,12.0,7,0,0,5,15.0,14.0,6,7,1,4,22.0,21.0,10,26,19,20,,,,,,
27,0.0,42,30.0,24.0,23.0,6.0,23.0,0.0,18.0,13.0,12.0,7,8,3,0,6.0,5.0,7,4,7,9,25.0,24.0,16,0,12,14,30.0,29.0,0,14,7,10,,,,,,
28,0.015625,42,25.0,25.0,24.0,6.0,29.0,7.0,6.0,17.0,16.0,19,15,16,28,7.0,6.0,1,6,2,1,15.0,14.0,10,16,19,19,15.0,14.0,9,14,6,3,,,,,,
29,60.046875,42,,,,,,,,,,9,14,0,4,,,8,1,6,11,,,18,1,17,15,,,6,28,0,2,,,3.0,29.0,19.0,6.0
30,0.109375,42,38.0,30.0,29.0,9.0,14.0,0.0,24.0,13.0,12.0,1,2,12,1,22.0,21.0,5,0,12,14,38.0,37.0,10,0,0,27,5.0,4.0,6,0,3,1,,,,,,
31,60.0625,42,,,,,,,,,,1,25,15,22,,,12,0,6,1,,,14,14,0,24,,,14,1,10,26,,,19.0,15.0,19.0,10.0
32,0.015625,42,39.0,33.0,32.0,19.0,24.0,10.0,1.0,30.0,29.0,1,22,9,15,28.0,27.0,1,24,6,12,13.0,12.0,0,8,5,1,39.0,38.0,1,2,17,22,,,,,,
33,0.015625,42,40.0,29.0,28.0,7.0,3.0,19.0,19.0,40.0,39.0,16,29,11,1,37.0,36.0,19,21,4,0,33.0,32.0,6,0,10,28,34.0,33.0,1,16,7,15,,,,,,
34,60.203125,42,,,,,,,,,,19,8,1,7,,,1,28,9,0,,,19,28,0,10,,,19,15,4,29,,,1.0,11.0,6.0,27.0
35,60.015625,42,,,,,,,,,,19,22,14,29,,,19,28,18,0,,,1,4,19,4,,,19,5,1,21,,,0.0,20.0,0.0,26.0
36,60.03125,42,,,,,,,,,,8,0,6,4,,,7,5,12,0,,,6,0,6,21,,,0,5,6,13,,,15.0,22.0,19.0,3.0
37,60.03125,42,,,,,,,,,,0,21,0,1,,,14,15,19,15,,,14,29,19,18,,,6,15,1,25,,,2.0,0.0,0.0,7.0
38,60.015625,42,,,,,,,,,,0,28,14,29,,,0,15,1,11,,,17,22,6,12,,,19,5,10,23,,,1.0,5.0,13.0,29.0
39,0.015625,42,53.0,29.0,28.0,19.0,1.0,19.0,29.0,53.0,52.0,0,10,15,29,19.0,18.0,1,14,6,1,39.0,38.0,3,1,19,23,20.0,19.0,5,29,7,12,,,,,,
40,0.015625,42,33.0,26.0,25.0,7.0,12.0,1.0,9.0,15.0,14.0,6,27,1,22,5.0,4.0,1,2,3,0,33.0,32.0,19,14,1,0,2.0,1.0,0,3,0,4,,,,,,
41,60.078125,42,,,,,,,,,,12,22,19,13,,,19,22,13,0,,,0,27,15,15,,,4,1,10,19,,,7.0,13.0,6.0,23.0
42,0.015625,42,33.0,6.0,5.0,1.0,15.0,0.0,19.0,19.0,18.0,18,28,14,22,21.0,20.0,16,28,17,15,7.0,6.0,0,5,1,0,33.0,32.0,13,28,6,27,,,,,,
43,0.578125,42,55.0,43.0,42.0,0.0,28.0,19.0,23.0,55.0,54.0,10,15,4,29,32.0,31.0,19,13,1,0,35.0,34.0,0,18,7,9,7.0,6.0,6,19,7,14,,,,,,
44,0.015625,42,32.0,28.0,27.0,12.0,0.0,19.0,20.0,32.0,31.0,5,29,19,12,20.0,19.0,19,19,7,12,13.0,12.0,8,1,0,5,29.0,28.0,3,29,10,22,,,,,,
45,0.03125,42,42.0,6.0,5.0,10.0,1.0,14.0,0.0,2.0,1.0,1,3,1,2,42.0,41.0,11,1,14,29,34.0,33.0,17,29,6,23,24.0,23.0,0,24,0,1,,,,,,
46,0.015625,42,50.0,26.0,25.0,19.0,22.0,14.0,22.0,50.0,49.0,1,8,16,28,23.0,22.0,10,22,6,26,21.0,20.0,1,11,7,5,22.0,21.0,19,14,11,1,,,,,,
47,0.015625,42,43.0,43.0,42.0,16.0,0.0,3.0,29.0,19.0,18.0,18,0,17,15,25.0,24.0,0,4,1,27,26.0,25.0,12,0,16,15,34.0,33.0,0,24,7,4,,,,,,
48,0.984375,42,54.0,54.0,53.0,1.0,23.0,19.0,14.0,38.0,37.0,6,4,18,29,25.0,24.0,8,15,15,0,27.0,26.0,15,15,4,0,21.0,20.0,10,24,6,22,,,,,,
49,0.046875,42,65.0,65.0,64.0,0.0,27.0,11.0,28.0,22.0,21.0,6,13,19,21,18.0,17.0,19,13,18,29,9.0,8.0,6,25,2,29,33.0,32.0,0,26,7,1,,,,,,
50,0.078125,42,54.0,20.0,19.0,8.0,15.0,14.0,28.0,48.0,47.0,1,26,17,29,17.0,16.0,2,1,17,0,43.0,42.0,1,24,19,20,54.0,53.0,19,28,0,24,,,,,,
51,0.0,42,27.0,22.0,21.0,19.0,2.0,1.0,3.0,3.0,2.0,0,15,1,14,19.0,18.0,7,6,17,14,27.0,26.0,10,22,6,0,22.0,21.0,6,9,5,29,,,,,,
52,60.03125,42,,,,,,,,,,19,12,1,7,,,1,2,1,5,,,19,10,3,29,,,19,11,10,18,,,10.0,23.0,7.0,2.0
53,0.046875,42,44.0,14.0,13.0,0.0,26.0,1.0,14.0,17.0,16.0,9,1,1,9,44.0,43.0,0,4,17,22,26.0,25.0,13,22,6,26,42.0,41.0,0,12,10,21,,,,,,
54,0.0,42,20.0,3.0,2.0,8.0,0.0,6.0,0.0,20.0,19.0,12,22,19,26,19.0,18.0,16,22,7,13,12.0,11.0,6,18,14,15,17.0,16.0,17,15,19,1,,,,,,
55,60.03125,42,,,,,,,,,,16,14,1,11,,,18,1,19,4,,,9,0,1,24,,,0,9,1,22,,,7.0,10.0,1.0,27.0
56,0.28125,42,36.0,36.0,35.0,11.0,15.0,0.0,11.0,28.0,27.0,10,16,0,1,19.0,18.0,19,18,6,13,24.0,23.0,6,23,19,13,6.0,5.0,3,1,8,1,,,,,,
57,60.078125,42,,,,,,,,,,19,5,0,11,,,0,23,6,20,,,0,21,19,12,,,17,22,12,29,,,0.0,24.0,0.0,22.0
58,60.046875,42,,,,,,,,,,17,28,19,25,,,18,0,6,1,,,16,22,10,18,,,19,7,15,29,,,1.0,24.0,10.0,29.0
59,0.4375,42,41.0,7.0,6.0,11.0,15.0,17.0,15.0,33.0,32.0,10,27,9,0,38.0,37.0,15,29,6,1,15.0,14.0,14,22,7,15,41.0,40.0,1,0,19,22,,,,,,
60,60.015625,42,,,,,,,,,,18,15,12,29,,,17,22,11,14,,,7,3,1,27,,,16,0,2,1,,,6.0,16.0,0.0,13.0
61,60.03125,42,,,,,,,,,,1,2,10,24,,,6,27,1,23,,,7,7,6,5,,,1,7,6,12,,,6.0,23.0,7.0,13.0
62,0.0,42,29.0,26.0,25.0,6.0,11.0,1.0,11.0,21.0,20.0,14,15,12,29,29.0,28.0,6,2,1,23,29.0,28.0,6,27,4,1,11.0,10.0,6,14,16,14,,,,,,
63,0.015625,42,26.0,25.0,24.0,19.0,18.0,15.0,22.0,18.0,17.0,12,14,6,3,24.0,23.0,19,10,7,3,26.0,25.0,18,14,9,0,25.0,24.0,7,8,19,20,,,,,,
64,60.0625,42,,,,,,,,,,18,1,10,0,,,7,10,8,15,,,11,28,15,15,,,1,16,11,0,,,16.0,28.0,0.0,16.0
65,60.015625,42,,,,,,,,,,3,29,10,22,,,1,10,13,1,,,14,15,7,13,,,0,8,18,28,,,1.0,16.0,19.0,11.0
66,60.078125,42,,,,,,,,,,1,0,10,28,,,19,19,14,1,,,10,26,10,19,,,11,1,0,19,,,0.0,21.0,8.0,1.0
67,0.015625,42,33.0,23.0,22.0,19.0,15.0,16.0,22.0,30.0,29.0,14,0,6,21,30.0,29.0,1,1,10,21,33.0,32.0,19,20,6,29,24.0,23.0,1,8,16,0,,,,,,
68,0.328125,42,48.0,48.0,47.0,19.0,29.0,1.0,28.0,24.0,23.0,16,15,14,0,17.0,16.0,19,14,10,21,46.0,45.0,19,17,0,11,2.0,1.0,0,20,0,21,,,,,,
69,60.109375,42,,,,,,,,,,8,1,10,15,,,10,27,0,1,,,1,8,10,17,,,1,9,7,6,,,0.0,29.0,7.0,4.0
70,0.03125,42,36.0,5.0,4.0,12.0,22.0,16.0,22.0,2.0,1.0,8,1,8,0,17.0,16.0,14,1,7,10,36.0,35.0,15,14,1,23,22.0,21.0,19,11,10,23,,,,,,
71,0.015625,42,43.0,27.0,26.0,1.0,1.0,0.0,26.0,20.0,19.0,19,14,14,0,39.0,38.0,18,0,0,20,30.0,29.0,0,27,7,9,43.0,42.0,16,0,11,29,,,,,,
72,0.015625,42,40.0,26.0,25.0,14.0,1.0,12.0,14.0,18.0,17.0,6,23,14,14,26.0,25.0,19,12,6,4,16.0,15.0,15,28,14,22,40.0,39.0,1,17,19,6,,,,,,
73,0.078125,42,35.0,22.0,21.0,17.0,1.0,6.0,11.0,9.0,8.0,15,14,8,15,7.0,6.0,11,1,6,0,34.0,33.0,2,1,5,29,35.0,34.0,16,15,1,6,,,,,,
74,0.046875,42,39.0,33.0,32.0,19.0,21.0,6.0,28.0,30.0,29.0,1,3,14,15,39.0,38.0,0,19,6,15,34.0,33.0,19,15,0,29,24.0,23.0,10,1,14,14,,,,,,
75,60.0625,42,,,,,,,,,,1,10,15,29,,,10,0,10,26,,,19,18,7,7,,,19,15,1,2,,,6.0,10.0,6.0,14.0
76,0.015625,42,40.0,19.0,18.0,11.0,28.0,19.0,18.0,35.0,34.0,19,26,6,25,27.0,26.0,0,1,0,27,40.0,39.0,13,29,2,29,2.0,1.0,18,0,18,1,,,,,,
77,60.109375,42,,,,,,,,,,19,2,10,20,,,11,1,0,7,,,0,28,12,29,,,0,27,9,14,,,7.0,7.0,0.0,2.0
78,0.0,42,33.0,25.0,24.0,0.0,21.0,4.0,1.0,33.0,32.0,7,2,19,22,11.0,10.0,14,0,7,3,27.0,26.0,17,15,6,0,4.0,3.0,6,26,6,29,,,,,,
79,0.015625,42,45.0,45.0,44.0,0.0,2.0,15.0,29.0,19.0,18.0,5,0,9,14,34.0,33.0,8,0,0,25,20.0,19.0,19,11,6,17,21.0,20.0,14,22,19,29,,,,,,
80,0.046875,42,56.0,56.0,55.0,0.0,10.0,17.0,28.0,29.0,28.0,19,2,0,9,45.0,44.0,12,28,0,24,38.0,37.0,3,29,12,1,5.0,4.0,15,29,19,29,,,,,,
81,0.015625,42,43.0,16.0,15.0,0.0,5.0,0.0,20.0,32.0,31.0,12,1,12,22,24.0,23.0,1,1,19,6,32.0,31.0,11,22,18,28,43.0,42.0,10,28,0,6,,,,,,
82,0.03125,42,48.0,45.0,44.0,1.0,26.0,15.0,28.0,48.0,47.0,1,25,16,29,21.0,20.0,7,1,1,15,3.0,2.0,1,2,0,3,7.0,6.0,18,14,19,9,,,,,,
83,0.078125,42,50.0,9.0,8.0,4.0,0.0,1.0,5.0,50.0,49.0,11,29,0,11,11.0,10.0,19,9,17,1,41.0,40.0,0,8,10,24,44.0,43.0,0,1,19,25,,,,,,
84,0.109375,42,62.0,62.0,61.0,16.0,22.0,1.0,26.0,52.0,51.0,19,21,0,13,32.0,31.0,1,24,12,14,38.0,37.0,3,29,19,22,14.0,13.0,18,1,19,13,,,,,,
85,60.03125,42,,,,,,,,,,0,27,17,28,,,15,22,7,0,,,18,0,0,9,,,13,1,7,2,,,17.0,1.0,1.0,16.0
86,60.09375,42,,,,,,,,,,0,26,14,28,,,0,28,9,15,,,13,1,11,0,,,7,13,0,19,,,9.0,1.0,18.0,1.0
87,60.015625,42,,,,,,,,,,7,0,1,14,,,1,5,0,3,,,17,0,2,29,,,14,15,0,22,,,0.0,12.0,13.0,22.0
88,0.03125,42,57.0,20.0,19.0,8.0,1.0,0.0,12.0,57.0,56.0,19,25,0,16,7.0,6.0,14,29,10,27,36.0,35.0,10,26,0,1,29.0,28.0,7,14,0,9,,,,,,
89,0.015625,42,30.0,12.0,11.0,1.0,20.0,1.0,9.0,27.0,26.0,19,3,6,12,30.0,29.0,7,3,0,21,3.0,2.0,13,22,15,22,30.0,29.0,6,22,1,12,,,,,,
90,0.296875,42,44.0,25.0,24.0,6.0,14.0,16.0,0.0,44.0,43.0,19,25,1,28,28.0,27.0,10,21,11,1,16.0,15.0,7,3,19,0,10.0,4.0,9,14,10,17,,,,,,
91,60.015625,42,,,,,,,,,,7,0,5,0,,,1,3,6,23,,,1,26,10,18,,,19,17,13,14,,,9.0,1.0,1.0,28.0
92,0.015625,42,30.0,24.0,23.0,11.0,22.0,7.0,3.0,17.0,16.0,6,29,7,14,23.0,22.0,19,16,13,0,30.0,29.0,1,6,6,20,30.0,29.0,1,3,19,10,,,,,,
93,0.09375,42,38.0,25.0,24.0,7.0,6.0,19.0,18.0,33.0,32.0,0,29,3,0,7.0,6.0,0,27,0,21,38.0,37.0,19,23,5,0,36.0,35.0,1,0,10,26,,,,,,
94,60.03125,42,,,,,,,,,,6,25,19,23,,,16,0,6,22,,,10,25,1,5,,,6,19,6,21,,,11.0,1.0,17.0,29.0
95,0.046875,42,47.0,47.0,46.0,1.0,19.0,19.0,11.0,44.0,43.0,19,18,0,8,26.0,25.0,10,20,4,29,21.0,20.0,10,23,6,23,9.0,8.0,6,0,7,7,,,,,,
96,60.0625,42,,,,,,,,,,7,6,6,8,,,1,3,10,15,,,1,21,10,21,,,0,21,13,14,,,10.0,17.0,9.0,15.0
97,0.109375,42,35.0,35.0,34.0,11.0,22.0,1.0,26.0,32.0,31.0,10,20,16,1,28.0,27.0,11,28,6,6,14.0,13.0,10,27,9,15,21.0,20.0,6,0,1,15,,,,,,
98,60.046875,42,,,,,,,,,,6,26,19,21,,,8,15,7,15,,,10,29,16,29,,,8,14,14,15,,,6.0,10.0,10.0,1.0
99,0.03125,42,38.0,17.0,16.0,19.0,3.0,14.0,14.0,37.0,36.0,0,29,8,1,36.0,35.0,19,11,2,1,38.0,37.0,18,1,16,22,26.0,25.0,7,13,1,26,,,,,,
100,0.46875,42,56.0,16.0,15.0,6.0,0.0,0.0,9.0,35.0,34.0,8,0,0,26,56.0,55.0,17,28,0,12,34.0,33.0,6,15,0,16,32.0,31.0,7,11,18,29,,,,,,
