episode,cpu_time,seed,total_reward,timesteps,agent_14_reward,agent_14_start_x,agent_14_start_y,agent_14_goal_x,agent_14_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_13_reward,agent_13_start_x,agent_13_start_y,agent_13_goal_x,agent_13_goal_y,agent_7_reward,agent_7_start_x,agent_7_start_y,agent_7_goal_x,agent_7_goal_y,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_8_reward,agent_8_start_x,agent_8_start_y,agent_8_goal_x,agent_8_goal_y,agent_9_reward,agent_9_start_x,agent_9_start_y,agent_9_goal_x,agent_9_goal_y,agent_4_reward,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_5_reward,agent_5_start_x,agent_5_start_y,agent_5_goal_x,agent_5_goal_y,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_6_reward,agent_6_start_x,agent_6_start_y,agent_6_goal_x,agent_6_goal_y,agent_10_reward,agent_10_start_x,agent_10_start_y,agent_10_goal_x,agent_10_goal_y,agent_11_reward,agent_11_start_x,agent_11_start_y,agent_11_goal_x,agent_11_goal_y,agent_12_reward,agent_12_start_x,agent_12_start_y,agent_12_goal_x,agent_12_goal_y
64,9.28125,42,3.0,100,0.5,14,22,6,6,-0.5,14,28,6,18,0.5,3,0,19,5,0.5,14,15,11,22,-0.5,1,9,7,14,-0.5,14,29,6,20,0.5,5,0,14,1,0.5,6,10,19,8,0.5,7,1,1,4,0.5,8,15,13,29,0.5,19,28,10,14,0.5,12,0,10,21,0.5,19,17,6,3,-1.0,13,28,6,24,0.5,6,11,1,13
65,8.625,42,5.0,100,0.5,5,0,3,0,0.5,13,1,0,4,-0.5,7,4,16,28,0.5,12,0,19,0,0.5,0,21,18,28,0.5,6,21,19,4,0.5,6,2,15,0,0.5,12,1,1,26,0.5,1,29,1,7,-1.0,0,28,15,29,0.5,6,28,1,15,0.5,17,15,19,16,0.5,1,0,19,10,0.5,11,29,1,9,0.5,14,14,0,29
66,9.375,42,-1.5,100,0.5,10,19,9,1,0.5,15,15,10,25,0.5,3,1,1,28,0.5,19,19,0,5,-1.0,1,16,13,29,-1.0,1,1,14,28,0.5,19,20,19,24,-0.5,9,14,8,0,-1.0,19,10,10,29,-1.0,19,9,0,14,0.5,12,15,5,1,-0.5,14,22,6,1,0.5,9,15,6,19,0.5,13,14,6,28,-0.5,15,22,12,28
67,9.3125,42,2.5,100,0.5,9,14,0,4,0.5,6,19,13,15,0.5,19,1,11,0,0.5,18,15,19,25,-1.0,1,10,6,20,0.5,13,14,7,10,0.5,19,15,19,10,0.5,18,1,19,19,0.5,10,25,6,4,-1.0,6,11,16,29,-0.5,19,21,17,0,0.5,6,29,1,25,0.5,18,14,19,12,0.5,6,3,6,0,-0.5,6,1,18,0
68,9.5,42,1.0,100,-0.5,4,0,0,8,0.5,14,28,5,0,0.5,15,15,7,3,0.5,11,1,0,1,-1.0,10,29,1,20,0.5,19,29,1,29,-1.0,7,2,11,29,0.5,13,14,17,0,0.5,15,14,6,11,0.5,0,24,6,21,0.5,1,23,10,20,-1.0,7,8,3,29,0.5,1,25,18,28,-0.5,10,24,10,16,0.5,11,15,1,8
69,9.09375,42,2.0,100,0.5,3,29,10,20,-0.5,6,4,1,14,0.5,16,15,1,5,-0.5,19,29,19,15,0.5,13,14,19,2,-0.5,7,2,19,17,-0.5,15,28,19,14,0.5,10,24,4,0,0.5,17,29,6,24,0.5,1,23,6,19,0.5,1,0,0,6,0.5,1,1,10,27,-1.0,0,26,19,25,0.5,6,17,11,0,0.5,7,1,0,15
70,9.171875,42,2.5,100,0.5,6,24,0,24,0.5,16,14,7,13,0.5,2,1,1,25,-0.5,1,5,8,0,-0.5,7,1,11,28,-0.5,1,27,10,0,0.5,0,25,0,0,-0.5,13,22,19,28,0.5,19,3,4,1,-0.5,1,21,12,29,0.5,7,7,7,12,0.5,12,0,16,15,0.5,17,22,0,5,0.5,10,17,19,29,0.5,1,10,0,7
71,9.4375,42,0.5,100,-1.0,12,14,16,22,0.5,0,21,15,14,0.5,14,1,6,2,-0.5,6,12,13,28,-0.5,4,29,17,14,0.5,12,28,6,8,-0.5,7,3,19,15,0.5,1,10,6,23,-1.0,19,24,12,22,-0.5,6,1,17,22,0.5,0,27,16,1,0.5,6,0,19,8,0.5,6,25,6,18,0.5,1,18,1,23,0.5,0,11,14,29
72,9.53125,42,1.5,100,0.5,3,1,6,6,0.5,1,8,0,15,-0.5,1,20,0,12,0.5,9,0,17,14,0.5,19,2,18,1,-0.5,7,10,7,14,-0.5,19,10,15,28,0.5,0,22,0,7,0.5,2,1,0,0,0.5,1,2,0,19,0.5,19,5,1,21,0.5,10,16,6,27,-0.5,6,2,6,5,-0.5,1,5,11,28,-0.5,5,1,14,29
73,9.46875,42,5.5,100,0.5,6,18,1,20,0.5,1,8,9,14,0.5,1,3,10,20,0.5,6,24,6,22,0.5,10,0,7,13,0.5,0,6,14,15,0.5,9,1,14,29,0.5,7,2,13,28,-0.5,18,28,6,2,0.5,2,1,15,0,0.5,0,14,1,28,0.5,17,14,1,16,0.5,17,1,7,4,-0.5,0,9,5,1,0.5,0,21,6,12
74,9.703125,42,3.5,100,-0.5,6,19,7,2,0.5,10,29,13,14,-0.5,11,22,18,14,-0.5,0,13,19,0,0.5,0,19,19,11,0.5,1,17,19,27,0.5,6,5,6,17,0.5,1,10,1,12,0.5,19,21,11,28,0.5,0,27,1,11,0.5,15,0,1,1,0.5,15,1,7,0,-0.5,1,7,19,1,0.5,0,10,19,19,0.5,17,14,19,24
75,10.375,42,5.5,100,0.5,17,15,6,7,-0.5,1,14,6,12,0.5,1,20,7,4,0.5,6,15,0,23,0.5,1,27,10,23,0.5,10,27,13,22,-0.5,14,15,6,13,0.5,0,1,7,9,0.5,11,29,8,15,0.5,19,17,0,11,0.5,7,6,0,6,0.5,4,0,19,14,0.5,10,15,1,29,0.5,14,28,6,23,0.5,10,0,15,1
76,10.796875,42,-2.0,100,-1.0,0,15,17,22,0.5,10,14,6,10,0.5,6,16,0,2,0.5,18,0,7,5,-1.0,1,7,11,22,0.5,1,6,0,0,-0.5,6,0,15,29,0.5,7,1,1,9,-0.5,2,1,10,22,-1.0,1,0,19,5,0.5,15,0,1,18,-0.5,8,1,15,28,-0.5,10,15,17,29,-0.5,11,14,19,4,0.5,12,15,0,21
77,9.859375,42,0.0,100,0.5,0,22,1,25,-0.5,7,7,6,22,0.5,19,15,0,23,0.5,19,5,6,10,-0.5,10,20,1,0,0.5,17,29,1,17,0.5,7,4,11,28,-1.0,1,14,18,28,-0.5,0,13,8,1,0.5,6,5,1,10,-0.5,7,6,6,24,-0.5,1,19,0,17,0.5,4,29,1,11,-0.5,12,22,6,1,0.5,0,6,6,6
78,9.28125,42,1.0,100,-1.0,15,0,19,29,-0.5,0,12,0,24,0.5,6,9,0,26,0.5,0,22,1,2,0.5,6,23,1,15,0.5,8,14,0,11,-0.5,1,17,18,14,0.5,16,22,19,21,0.5,2,0,10,27,0.5,19,13,6,21,0.5,6,6,7,3,-0.5,10,25,0,27,-0.5,19,4,0,23,-0.5,0,7,17,1,0.5,13,14,13,0
79,10.484375,42,3.5,100,0.5,16,22,1,14,0.5,6,29,19,25,-0.5,1,18,8,15,0.5,1,9,1,19,-0.5,19,18,6,15,-0.5,0,10,7,12,0.5,0,19,16,15,0.5,10,18,10,19,0.5,0,14,4,0,-0.5,6,2,19,23,0.5,6,19,7,11,0.5,7,5,19,20,0.5,19,10,0,29,0.5,16,28,11,28,0.5,19,12,6,1
80,9.546875,42,3.0,100,0.5,6,14,6,8,-0.5,19,25,19,13,0.5,16,15,14,14,0.5,11,0,11,29,0.5,6,10,7,1,0.5,0,23,19,14,-1.0,12,1,19,22,0.5,6,21,10,16,0.5,0,7,15,28,0.5,10,20,6,3,-0.5,18,29,6,17,0.5,10,18,2,29,0.5,6,28,6,15,-0.5,6,26,7,3,0.5,16,22,4,0
81,10.8125,42,2.5,100,-0.5,6,17,0,12,-0.5,10,0,18,28,0.5,6,1,15,29,0.5,19,22,19,28,0.5,8,15,17,15,0.5,6,12,1,19,0.5,0,21,19,13,0.5,5,1,1,11,0.5,6,7,15,1,0.5,0,16,1,28,-0.5,19,23,10,14,-0.5,6,14,8,14,0.5,1,8,10,22,0.5,7,12,0,23,-0.5,14,0,12,14
82,10.53125,42,2.5,100,-0.5,19,10,6,3,0.5,11,29,10,14,0.5,18,1,0,6,0.5,12,22,16,1,0.5,10,18,1,24,0.5,19,17,0,19,0.5,19,25,7,11,0.5,0,1,1,16,0.5,0,23,14,28,0.5,19,12,1,4,-0.5,6,17,6,4,0.5,19,11,18,14,-0.5,10,27,7,4,-0.5,0,8,7,1,-0.5,19,15,10,16
83,9.109375,42,-3.0,100,0.5,9,0,7,13,0.5,19,2,1,25,0.5,6,13,0,17,-1.0,1,19,16,29,-0.5,12,14,19,14,-0.5,19,27,19,22,-1.0,1,6,10,22,-0.5,6,27,10,18,-0.5,10,15,16,14,-1.0,0,13,18,14,-0.5,18,1,19,21,0.5,2,1,1,12,0.5,15,28,0,26,0.5,1,4,0,23,-0.5,7,11,6,17
84,8.453125,42,22.5,88,1.5,19,2,13,0,1.5,7,8,16,14,1.5,10,15,17,28,1.5,0,27,6,27,1.5,19,9,19,1,1.5,1,25,1,20,1.5,6,25,0,5,1.5,19,15,19,16,1.5,19,25,3,29,1.5,14,14,13,15,1.5,11,14,0,15,1.5,10,25,5,0,1.5,6,12,8,1,1.5,0,29,7,13,1.5,6,23,7,4
85,10.265625,42,2.5,100,0.5,19,14,6,23,0.5,10,18,1,19,0.5,10,29,10,17,0.5,8,1,16,29,0.5,10,27,0,22,0.5,1,7,7,0,0.5,1,1,7,15,0.5,0,9,19,17,-1.0,0,26,7,10,0.5,6,14,6,6,-0.5,12,14,1,13,0.5,16,14,1,12,0.5,10,19,1,15,-1.0,7,3,6,20,-0.5,19,21,1,21
86,9.953125,42,4.5,100,0.5,1,16,5,29,0.5,19,24,9,0,0.5,0,18,19,28,0.5,0,8,0,10,0.5,19,3,13,15,0.5,1,26,6,12,0.5,11,1,9,14,0.5,6,10,5,0,-0.5,11,28,19,20,0.5,19,27,12,0,0.5,10,19,7,7,0.5,19,0,0,9,-0.5,6,26,8,1,0.5,1,0,19,7,-0.5,6,11,6,17
87,10.921875,42,3.0,100,-0.5,10,15,19,21,0.5,19,15,13,22,0.5,17,28,16,14,0.5,19,0,1,15,0.5,0,1,19,22,-0.5,15,14,6,18,0.5,1,5,4,0,0.5,14,0,5,29,0.5,0,26,19,27,0.5,3,1,0,14,-0.5,19,9,6,29,0.5,0,13,1,9,0.5,9,0,1,13,0.5,0,15,7,15,-1.0,19,10,3,29
88,9.734375,42,3.0,100,0.5,19,12,3,1,0.5,1,15,16,15,0.5,12,15,9,14,-0.5,10,29,18,28,0.5,17,22,19,23,0.5,0,21,4,29,-1.0,19,24,6,28,0.5,10,27,13,15,-0.5,0,29,19,22,0.5,13,22,19,6,-0.5,18,29,6,16,0.5,9,1,1,19,0.5,17,29,15,15,0.5,6,10,7,8,0.5,19,17,7,2
89,9.125,42,0.0,100,0.5,0,8,1,24,0.5,6,10,6,0,-1.0,6,17,18,28,0.5,0,19,0,9,-0.5,10,16,1,20,0.5,1,14,1,6,0.5,15,29,6,15,-0.5,7,0,8,0,0.5,0,20,3,1,-0.5,14,0,19,24,-0.5,0,26,1,17,-0.5,0,17,17,1,0.5,19,14,12,1,0.5,17,28,19,15,-0.5,10,26,19,0
90,8.96875,42,-2.5,100,0.5,12,0,1,21,-0.5,10,14,10,29,0.5,6,9,1,16,0.5,9,1,7,6,-1.0,1,14,11,28,0.5,0,11,16,15,-0.5,1,4,19,18,-1.0,10,16,0,29,0.5,19,14,16,22,-1.0,0,14,18,28,0.5,1,5,7,14,-0.5,1,3,10,27,0.5,6,11,6,7,-1.0,19,9,0,25,-0.5,1,29,0,20
91,9.359375,42,0.5,100,-0.5,1,12,1,13,0.5,6,21,11,28,0.5,10,28,12,15,0.5,6,1,15,14,0.5,15,22,15,15,-1.0,6,28,1,9,0.5,0,28,14,0,-0.5,9,1,19,7,0.5,18,1,6,27,0.5,6,14,16,29,-0.5,19,17,1,7,0.5,6,2,1,22,0.5,6,24,1,8,-1.0,1,11,13,28,-0.5,10,27,19,15
92,9.59375,42,0.5,100,-1.0,7,15,19,25,0.5,17,14,7,7,0.5,10,20,6,24,-0.5,7,9,10,22,0.5,7,14,1,25,0.5,0,24,19,12,0.5,19,15,1,22,-1.0,6,27,13,29,0.5,8,15,0,15,0.5,8,0,14,15,0.5,7,11,19,23,-0.5,0,7,10,21,-0.5,3,0,11,14,-0.5,19,28,10,25,0.5,0,22,0,11
93,10.6875,42,5.5,100,0.5,6,26,13,15,0.5,0,3,7,2,0.5,7,11,1,14,0.5,19,7,19,20,0.5,0,13,6,7,-0.5,7,5,11,14,0.5,16,22,6,27,0.5,17,14,12,0,0.5,3,1,15,22,0.5,7,6,11,0,0.5,19,6,18,15,0.5,13,29,5,0,0.5,11,22,15,29,-0.5,14,29,12,14,0.5,16,0,19,13
94,9.796875,42,3.0,100,0.5,6,8,16,22,0.5,6,12,1,0,0.5,6,25,1,15,0.5,14,28,19,19,-0.5,14,15,1,21,-0.5,10,23,6,16,0.5,7,10,19,5,0.5,7,3,14,14,0.5,16,29,10,29,0.5,7,13,0,25,0.5,11,0,6,13,0.5,0,10,14,29,-1.0,8,15,2,29,0.5,1,19,10,14,-0.5,10,22,0,22
95,9.171875,42,5.5,100,0.5,1,10,17,15,0.5,1,5,15,0,0.5,1,15,16,1,0.5,17,28,10,0,0.5,1,13,2,29,0.5,3,1,6,9,0.5,19,3,1,26,0.5,14,1,5,1,0.5,4,0,16,22,0.5,6,3,1,3,0.5,6,18,7,7,-0.5,8,15,6,17,-0.5,15,14,6,15,0.5,1,8,0,29,0.5,13,22,13,15
96,10.921875,42,2.0,100,0.5,17,1,2,29,0.5,13,15,3,0,0.5,0,16,6,10,0.5,6,28,1,12,-0.5,10,19,6,6,-0.5,1,4,6,5,0.5,14,29,6,17,0.5,0,24,13,29,0.5,7,8,1,10,0.5,1,25,1,22,-0.5,6,24,1,11,-0.5,16,0,7,5,0.5,17,0,19,9,0.5,1,17,15,0,-1.0,7,0,5,29
97,10.5,42,1.0,100,0.5,7,12,6,10,-1.0,6,11,10,29,0.5,0,3,0,5,0.5,19,13,16,14,-0.5,6,12,10,26,-0.5,0,29,11,15,0.5,19,7,6,29,0.5,1,24,19,4,-1.0,13,14,10,28,0.5,5,0,19,29,0.5,6,28,18,29,0.5,18,28,7,5,-1.0,9,1,17,22,0.5,15,14,19,9,0.5,0,13,7,13
98,9.109375,42,2.5,100,-0.5,11,15,19,4,0.5,7,3,17,28,0.5,0,18,0,24,0.5,10,0,0,27,0.5,7,5,0,15,-0.5,15,14,19,27,-0.5,7,11,18,1,0.5,7,10,15,22,0.5,0,3,1,21,0.5,10,18,1,15,0.5,13,22,13,28,0.5,7,7,16,14,-0.5,6,21,19,28,0.5,7,1,12,1,-0.5,10,16,19,0
99,10.390625,42,-1.5,100,-1.0,10,26,1,13,0.5,1,6,4,1,-0.5,0,29,1,8,0.5,10,1,12,14,0.5,10,24,19,18,0.5,5,29,1,19,0.5,11,0,15,15,0.5,19,15,6,20,-1.0,14,29,1,14,0.5,2,1,14,28,-1.0,6,19,1,21,-0.5,17,14,0,13,-1.0,6,26,17,28,0.5,6,6,0,0,-0.5,19,28,12,28
100,9.34375,42,4.5,100,0.5,6,24,10,18,0.5,14,22,1,23,0.5,1,21,3,0,0.5,17,0,10,25,-0.5,19,10,6,26,-0.5,1,10,19,20,0.5,15,22,19,26,-0.5,1,2,6,27,0.5,19,25,19,21,0.5,2,0,10,14,0.5,16,29,6,6,0.5,19,11,0,1,0.5,4,29,13,14,0.5,12,22,1,27,0.5,19,29,15,28
